Date,AAPL,AMZN,GOOGL,MSFT,TSLA
2015-03-27,27.55539894104004,18.527999877929688,27.776805877685547,35.43101119995117,12.333333015441895
2015-03-30,28.252946853637695,18.72949981689453,27.955657958984375,35.422367095947266,12.704667091369629
2015-03-31,27.819217681884766,18.604999542236328,27.634822845458984,35.16292953491211,12.584667205810547
2015-04-01,27.77897071838379,18.51300048828125,27.375263214111328,35.21481704711914,12.505999565124512
2015-04-02,28.01819610595703,18.612499237060547,26.967741012573242,34.84296417236328,12.733332633972168
2015-04-06,28.472049713134766,18.851999282836914,27.099262237548828,35.93259811401367,13.539999961853027
2015-04-07,28.172462463378906,18.720500946044922,27.14459991455078,35.915306091308594,13.550000190734863
2015-04-08,28.080795288085938,19.059999465942383,27.342880249023438,35.820186614990234,13.844667434692383
2015-04-09,28.295427322387695,19.177000045776367,27.302026748657227,35.8720703125,14.005999565124512
2015-04-10,28.41615867614746,19.13249969482422,27.32793426513672,36.079612731933594,14.0600004196167
2015-04-13,28.36026382446289,19.118000030517578,27.332916259765625,36.11420822143555,13.985333442687988
2015-04-14,28.237295150756836,19.25550079345703,26.891517639160156,36.01909255981445,13.830666542053223
2015-04-15,28.34461212158203,19.172500610351562,26.954288482666016,36.5466194152832,13.85533332824707
2015-04-16,28.208232879638672,19.302000045776367,27.07784080505371,36.46013259887695,13.779999732971191
2015-04-17,27.890764236450195,18.777999877929688,26.540786743164062,35.993141174316406,13.78600025177002
2015-04-20,28.527942657470703,19.475500106811523,27.128156661987305,37.108734130859375,13.684666633605957
2015-04-21,28.37367820739746,19.55900001525879,27.047948837280273,36.875244140625,13.96066665649414
2015-04-22,28.755983352661133,19.489999771118164,27.359817504882812,37.17791748046875,14.629332542419434
2015-04-23,28.99073600769043,19.499500274658203,27.772323608398438,37.48059844970703,14.573332786560059
2015-04-24,29.127119064331055,22.2549991607666,28.579397201538086,41.398162841796875,14.562000274658203
2015-04-27,29.6569881439209,21.92799949645996,28.203758239746094,41.53652572631836,15.436667442321777
2015-04-28,29.189714431762695,21.465499877929688,28.1165771484375,42.513755798339844,15.36533260345459
2015-04-29,28.76045799255371,21.4685001373291,27.96811294555664,42.42728805541992,15.49666690826416
2015-04-30,27.980186462402344,21.089000701904297,27.339391708374023,42.06406784057617,15.069999694824219
2015-05-01,28.829763412475586,21.14349937438965,27.45846176147461,42.08135986328125,15.0686674118042
2015-05-04,28.77387809753418,21.152000427246094,27.542158126831055,41.7181510925293,15.36733341217041
2015-05-05,28.125516891479492,21.059499740600586,27.05392837524414,41.164676666259766,15.529999732971191
2015-05-06,27.948888778686523,20.954999923706055,26.657365798950195,40.02313995361328,15.362000465393066
2015-05-07,28.12175941467285,21.3439998626709,27.004108428955078,40.386348724365234,15.786666870117188
2015-05-08,28.65159797668457,21.684499740600586,27.348360061645508,41.29437255859375,15.77400016784668
2015-05-11,28.359739303588867,21.642499923706055,27.190431594848633,40.96575927734375,15.965999603271484
2015-05-12,28.258708953857422,21.551000595092773,26.839204788208008,40.9484748840332,16.31599998474121
2015-05-13,28.290138244628906,21.3435001373291,26.8770694732666,41.190608978271484,16.211999893188477
2015-05-14,28.9501895904541,21.61400032043457,27.36081314086914,42.133243560791016,16.273332595825195
2015-05-15,28.909774780273438,21.299999237060547,27.22580337524414,41.7700309753418,16.589332580566406
2015-05-18,29.22857666015625,21.261999130249023,27.234771728515625,41.51923370361328,16.583332061767578
2015-05-19,29.201642990112305,21.085500717163086,27.36479949951172,41.414791107177734,16.47599983215332
2015-05-20,29.199390411376953,21.19300079345703,27.52571678161621,41.414791107177734,16.290000915527344
2015-05-21,29.497995376586914,21.581499099731445,27.739938735961914,41.275516510009766,16.374666213989258
2015-05-22,29.756175994873047,21.381500244140625,27.6258544921875,40.82290267944336,16.51533317565918
2015-05-26,29.100605010986328,21.273500442504883,27.260679244995117,40.553070068359375,16.497333526611328
2015-05-27,29.6439208984375,21.570999145507812,27.612401962280273,41.44089889526367,16.495332717895508
2015-05-28,29.585548400878906,21.328500747680664,27.60891342163086,41.301631927490234,16.76333236694336
2015-05-29,29.24878692626953,21.46150016784668,27.167516708374023,40.7880859375,16.719999313354492
2015-06-01,29.307151794433594,21.54599952697754,27.36131477355957,41.11014175415039,16.6299991607666
2015-06-02,29.176942825317383,21.54949951171875,27.597455978393555,40.840301513671875,16.55666732788086
2015-06-03,29.21286392211914,21.829500198364258,27.664215087890625,40.77937316894531,16.599332809448242
2015-06-04,29.042236328125,21.538999557495117,27.484865188598633,40.352867126464844,16.39466667175293
2015-06-05,28.882837295532227,21.34749984741211,27.377256393432617,40.161376953125,16.609333038330078
2015-06-08,28.692007064819336,21.174999237060547,27.075849533081055,39.804500579833984,17.086000442504883
2015-06-09,28.60669708251953,21.27400016784668,27.01008415222168,39.73487854003906,17.066667556762695
2015-06-10,28.93446922302246,21.53849983215332,27.53019905090332,40.57048034667969,16.713333129882812
2015-06-11,28.869375228881836,21.648500442504883,27.402664184570312,40.42250061035156,16.76066780090332
2015-06-12,28.55056381225586,21.496000289916992,27.274627685546875,40.01340866088867,16.71266746520996
2015-06-15,28.494441986083984,21.183500289916992,27.05193328857422,39.5869026184082,16.691999435424805
2015-06-16,28.647106170654297,21.363000869750977,27.145095825195312,39.891544342041016,16.874666213989258
2015-06-17,28.579755783081055,21.390499114990234,27.23128318786621,40.01340866088867,17.360666275024414
2015-06-18,28.709970474243164,21.969499588012695,27.708553314208984,40.666221618652344,17.459333419799805
2015-06-19,28.422607421875,21.746000289916992,27.775310516357422,40.12656021118164,17.500667572021484
2015-06-22,28.64935302734375,21.81450080871582,27.882919311523438,40.239707946777344,17.319332122802734
2015-06-23,28.519132614135742,22.29949951171875,28.067752838134766,39.961177825927734,17.844667434692383
2015-06-24,28.76161003112793,22.04199981689453,27.82762336730957,39.72616195678711,17.67799949645996
2015-06-25,28.62465476989746,22.0049991607666,27.796733856201172,39.73487854003906,17.91933250427246
2015-06-26,28.45627784729004,21.905000686645508,27.553117752075195,39.39539337158203,17.805999755859375
2015-06-29,27.957860946655273,21.493000030517578,26.964750289916992,38.62071990966797,17.468000411987305
2015-06-30,28.159927368164062,21.704500198364258,26.904470443725586,38.42922592163086,17.884000778198242
2015-07-01,28.422607421875,21.86949920654297,27.06688117980957,38.69036102294922,17.94333267211914
2015-07-02,28.386680603027344,21.885499954223633,27.268152236938477,38.64683532714844,18.667999267578125
2015-07-06,28.287893295288086,21.802000045776367,27.18246078491211,38.63813018798828,18.648000717163086
2015-07-07,28.21829605102539,21.836000442504883,27.402164459228516,38.55979537963867,17.858667373657227
2015-07-08,27.517839431762695,21.485000610351562,26.987167358398438,38.507568359375,16.997333526611328
2015-07-09,26.956565856933594,21.719499588012695,27.134136199951172,38.751285552978516,17.19466781616211
2015-07-10,27.67723274230957,22.175500869750977,27.70506477355957,38.82962417602539,17.27666664123535
2015-07-13,28.21156883239746,22.778499603271484,28.483245849609375,39.63911819458008,17.477333068847656
2015-07-14,28.200336456298828,23.278499603271484,29.103496551513672,39.70875930786133,17.709999084472656
2015-07-15,28.47199058532715,23.059499740600586,29.09253692626953,39.83061218261719,17.542667388916016
2015-07-16,28.851404190063477,23.77400016784668,29.98031997680664,40.613990783691406,17.778667449951172
2015-07-17,29.100605010986328,24.15049934387207,34.85464859008789,40.57918167114258,18.310667037963867
2015-07-20,29.650646209716797,24.405000686645508,34.516868591308594,40.840301513671875,18.817333221435547
2015-07-21,29.354299545288086,24.399999618530273,34.64192199707031,41.15364456176758,17.784666061401367
2015-07-22,28.112777709960938,24.41349983215332,34.62946319580078,39.63911819458008,17.857999801635742
2015-07-23,28.09930992126465,24.108999252319336,33.614646911621094,40.135250091552734,17.81333351135254
2015-07-24,27.951129913330078,26.47100067138672,32.62024688720703,39.987281799316406,17.694000244140625
2015-07-27,27.562734603881836,26.570499420166016,32.79461669921875,39.47373580932617,16.867332458496094
2015-07-28,27.69968605041504,26.30150032043457,32.863868713378906,39.46503829956055,17.654666900634766
2015-07-29,27.61212921142578,26.450000762939453,32.95204162597656,40.29195022583008,17.58799934387207
2015-07-30,27.47293472290039,26.83799934387207,33.10797882080078,40.805484771728516,17.785999298095703
2015-07-31,27.23271369934082,26.8075008392334,32.756256103515625,40.6488151550293,17.74333381652832
2015-08-03,26.590620040893555,26.75149917602539,33.11595153808594,40.74454879760742,17.332666397094727
2015-08-04,25.737497329711914,26.594999313354492,32.94457244873047,41.379974365234375,17.75200080871582
2015-08-05,25.908119201660156,26.850500106811523,33.542903900146484,41.414791107177734,18.0086669921875
2015-08-06,25.96449851989746,26.472999572753906,33.386470794677734,40.57918167114258,16.408666610717773
2015-08-07,26.05245590209961,26.131000518798828,33.09951400756836,40.68363571166992,16.167333602905273
2015-08-10,26.999652862548828,26.200000762939453,33.03723907470703,41.197181701660156,16.076000213623047
2015-08-11,25.594642639160156,26.37299919128418,34.39033126831055,40.39639663696289,15.824666976928711
2015-08-12,25.989307403564453,26.295499801635742,34.44862365722656,40.68363571166992,15.878000259399414
2015-08-13,25.969011306762695,26.482999801635742,34.201515197753906,40.674922943115234,16.167333602905273
2015-08-14,26.15168571472168,26.576000213623047,34.343997955322266,40.90994644165039,16.209999084472656
2015-08-17,26.422317504882812,26.76099967956543,34.580142974853516,41.18848419189453,16.999332427978516
2015-08-18,26.27347183227539,26.750999450683594,34.31211853027344,41.41629409790039,17.381332397460938
2015-08-19,25.93744468688965,26.645999908447266,34.576656341552734,40.83800506591797,17.016666412353516
2015-08-20,25.405200958251953,25.788999557495117,33.85128402709961,40.005638122558594,16.14533233642578
2015-08-21,23.85135269165039,24.723499298095703,32.08518981933594,37.73638153076172,15.38466739654541
2015-08-24,23.255966186523438,23.168500900268555,30.79387092590332,36.518524169921875,14.591333389282227
2015-08-25,23.395795822143555,23.318500518798828,30.512889862060547,35.45836639404297,14.66866683959961
2015-08-26,24.737655639648438,25.03849983215332,32.86785125732422,37.420963287353516,14.989333152770996
2015-08-27,25.466094970703125,25.918500900268555,33.27736282348633,38.46360778808594,16.19933319091797
2015-08-28,25.54953956604004,25.90049934387207,32.86536407470703,38.489891052246094,16.565332412719727
2015-08-31,25.43000602722168,25.644500732421875,32.27400588989258,38.13066482543945,16.604000091552734
2015-09-01,24.293371200561523,24.82699966430664,31.364301681518555,36.64118194580078,15.908666610717773
2015-09-02,25.335285186767578,25.52750015258789,32.1290283203125,37.99048614501953,16.512666702270508
2015-09-03,24.891010284423828,25.236000061035156,31.737451553344727,38.11314010620117,16.3713321685791
2015-09-04,24.642932891845703,24.950000762939453,31.334409713745117,37.33335494995117,16.1286678314209
2015-09-08,25.328527450561523,25.87700080871582,32.07771682739258,38.454837799072266,16.544666290283203
2015-09-09,24.841394424438477,25.844499588012695,32.05430221557617,37.73638153076172,16.5939998626709
2015-09-10,25.387161254882812,26.11199951171875,32.43641662597656,37.92914962768555,16.565332412719727
2015-09-11,25.757022857666016,26.472000122070312,32.64665222167969,38.09561538696289,16.682666778564453
2015-09-14,26.005096435546875,26.069000244140625,32.50566482543945,37.71010208129883,16.87933349609375
2015-09-15,26.223854064941406,26.118499755859375,33.13338851928711,38.53369140625,16.904666900634766
2015-09-16,26.253177642822266,26.36949920654297,33.15580749511719,38.81407165527344,17.483333587646484
2015-09-17,25.69161605834961,26.943500518798828,33.46220016479492,38.770263671875,17.471332550048828
2015-09-18,25.585620880126953,27.01300048828125,32.926639556884766,38.09561538696289,17.374666213989258
2015-09-21,25.9825382232666,27.41950035095215,33.22854232788086,38.64760208129883,17.613332748413086
2015-09-22,25.574344635009766,26.920000076293945,32.542030334472656,38.46360778808594,17.395999908447266
2015-09-23,25.781824111938477,26.803499221801758,32.5465202331543,38.437320709228516,17.40399932861328
2015-09-24,25.9351749420166,26.6875,32.62722396850586,38.47236251831055,17.541332244873047
2015-09-25,25.869783401489258,26.212499618530273,31.891887664794922,38.49864196777344,17.12733268737793
2015-09-28,25.35784339904785,25.202999114990234,31.099761962890625,37.92914962768555,16.562000274658203
2015-09-29,24.59556770324707,24.803499221801758,31.01805877685547,38.06056594848633,16.44333267211914
2015-09-30,24.875228881835938,25.594499588012695,31.803211212158203,38.779014587402344,16.559999465942383
2015-10-01,24.71284294128418,26.035999298095703,31.98405647277832,39.08568572998047,15.991999626159668
2015-10-02,24.89326286315918,26.62700080871582,32.7308464050293,39.92679977416992,16.504667282104492
2015-10-05,24.983470916748047,27.18400001525879,33.46269607543945,40.85552978515625,16.40999984741211
2015-10-06,25.10300064086914,26.874000549316406,33.46070098876953,40.96067810058594,16.097333908081055
2015-10-07,24.983470916748047,27.097000122070312,33.37900161743164,41.00447463989258,15.46399974822998
2015-10-08,24.69479751586914,26.658000946044922,33.22954177856445,41.57400131225586,15.114666938781738
2015-10-09,25.285676956176758,26.989999771118164,33.440773010253906,41.27609634399414,14.712667465209961
2015-10-12,25.168397903442383,27.50950050354004,33.69933319091797,41.179710388183594,14.371999740600586
2015-10-13,25.211254119873047,27.44499969482422,34.035118103027344,41.08333206176758,14.616666793823242
2015-10-14,24.85492706298828,27.241500854492188,33.897621154785156,40.89934539794922,14.458666801452637
2015-10-15,25.227041244506836,28.121999740600586,34.525840759277344,41.188480377197266,14.753999710083008
2015-10-16,25.04210662841797,28.538000106811523,34.64042282104492,41.626548767089844,15.133999824523926
2015-10-19,25.197721481323242,28.657499313354492,34.871089935302734,41.72292709350586,15.206666946411133
2015-10-20,25.657793045043945,28.04400062561035,33.877193450927734,41.85434341430664,14.20199966430664
2015-10-21,25.655534744262695,27.78849983215332,33.46867752075195,41.35493850708008,14.005999565124512
2015-10-22,26.047945022583008,28.195499420166016,33.93398666381836,42.08217239379883,14.114666938781738
2015-10-23,26.855321884155273,29.951499938964844,35.83658981323242,46.32279968261719,13.939332962036133
2015-10-26,25.998327255249023,30.430500030517578,36.42395782470703,47.53190612792969,14.350666999816895
2015-10-27,25.833702087402344,30.550500869750977,36.50865173339844,47.04124450683594,14.023332595825195
2015-10-28,26.89816665649414,30.854999542236328,36.71291732788086,47.29533386230469,14.197333335876465
2015-10-29,27.182329177856445,31.327499389648438,37.10798263549805,46.75211715698242,14.108667373657227
2015-10-30,26.950037002563477,31.295000076293945,36.736328125,46.12126922607422,13.795332908630371
2015-11-02,27.328916549682617,31.417499542236328,37.251956939697266,46.64698028564453,14.252667427062988
2015-11-03,27.64239501953125,31.265499114990234,37.305763244628906,47.44428634643555,13.890000343322754
2015-11-04,27.513853073120117,32.04750061035156,37.629093170166016,47.66333770751953,15.442000389099121
2015-11-05,27.387012481689453,32.782501220703125,37.89612579345703,47.64581298828125,15.451333045959473
2015-11-06,27.418718338012695,32.96849822998047,37.94245910644531,48.11893844604492,15.490667343139648
2015-11-09,27.307743072509766,32.77450180053711,37.60218811035156,47.45304870605469,15.022000312805176
2015-11-10,26.447084426879883,32.98400115966797,37.776058197021484,46.88352966308594,14.433333396911621
2015-11-11,26.29759979248047,33.662498474121094,38.124298095703125,47.006202697753906,14.60533332824707
2015-11-12,26.209272384643555,33.279998779296875,37.68987274169922,46.71706771850586,14.196000099182129
2015-11-13,25.443737030029297,32.11750030517578,36.869842529296875,46.2965202331543,13.812666893005371
2015-11-16,25.860475540161133,32.390499114990234,37.38547134399414,47.11133575439453,14.287332534790039
2015-11-17,25.749500274658203,32.165000915527344,37.16427993774414,46.723236083984375,14.266667366027832
2015-11-18,26.564857482910156,33.176998138427734,37.86323928833008,47.499454498291016,14.73799991607666
2015-11-19,26.902320861816406,33.063499450683594,37.8597526550293,47.57883834838867,14.786666870117188
2015-11-20,27.02010154724121,33.42250061035156,38.70967102050781,47.79936599731445,14.667332649230957
2015-11-23,26.66904067993164,33.949501037597656,38.69472885131836,47.79936599731445,14.516667366027832
2015-11-24,26.924970626831055,33.557498931884766,38.34250259399414,47.85228729248047,14.550000190734863
2015-11-25,26.732460021972656,33.766998291015625,38.324073791503906,47.35832214355469,15.309332847595215
2015-11-27,26.682632446289062,33.66299819946289,38.459083557128906,47.57002639770508,15.440667152404785
2015-11-30,26.79360580444336,33.2400016784668,38.00473403930664,47.940494537353516,15.350666999816895
2015-12-01,26.5761775970459,33.952999114990234,39.04794692993164,48.7078971862793,15.812666893005371
2015-12-02,26.33610725402832,33.800498962402344,38.75202560424805,48.69907760620117,15.465999603271484
2015-12-03,26.09149932861328,33.3125,38.271263122558594,47.80818176269531,15.513999938964844
2015-12-04,26.958948135375977,33.63199996948242,38.81977462768555,49.316524505615234,15.358667373657227
2015-12-07,26.789079666137695,33.49150085449219,38.50990295410156,49.22831726074219,15.408666610717773
2015-12-08,26.777753829956055,33.86650085449219,38.61701202392578,49.210670471191406,15.114666938781738
2015-12-09,26.186620712280273,33.239498138427734,37.98978042602539,48.49619674682617,14.968000411987305
2015-12-10,26.311187744140625,33.11600112915039,37.86473846435547,48.75199890136719,15.137999534606934
2015-12-11,25.633991241455078,32.00749969482422,37.38547134399414,47.684696197509766,14.468000411987305
2015-12-14,25.47545051574707,32.89550018310547,37.98928451538086,48.6373291015625,14.571999549865723
2015-12-15,25.024734497070312,32.93199920654297,37.86722946166992,48.69025802612305,14.739333152770996
2015-12-16,25.217252731323242,33.78850173950195,38.689247131347656,49.510581970214844,15.633999824523926
2015-12-17,24.682737350463867,33.532501220703125,38.35247039794922,49.13127517700195,15.559332847595215
2015-12-18,24.01459503173828,33.207000732421875,37.705814361572266,47.74643325805664,15.36400032043457
2015-12-21,24.30903434753418,33.22549819946289,37.9025993347168,48.363895416259766,15.503999710083008
2015-12-22,24.286376953125,33.157501220703125,38.21795654296875,48.82255935668945,15.329999923706055
2015-12-23,24.598934173583984,33.185001373291016,38.28670883178711,49.237125396728516,15.313332557678223
2015-12-24,24.467571258544922,33.13949966430664,38.153690338134766,49.10481643676758,15.371333122253418
2015-12-28,24.193519592285156,33.7599983215332,38.970726013183594,49.351802825927734,15.263333320617676
2015-12-29,24.628376007080078,34.69850158691406,39.55461502075195,49.881038665771484,15.812666893005371
2015-12-30,24.306760787963867,34.45349884033203,39.37227249145508,49.669349670410156,15.87266731262207
2015-12-31,23.84019660949707,33.794498443603516,38.75999450683594,48.937225341796875,16.000667572021484
